Feature,Mean Importance,Std Dev
avg_s_mass,0.6790308548645785,0.030189983027142125
bulge,0.11501179883477428,0.01769832566559247
BHMass,0.11186695721042708,0.07213585291557427
BH_AGN,0.08763431662026773,0.05689286924804685
s_mass,0.004426854924210426,0.007593657701535908
bin_radii,0.0020054066154236126,0.0024623088516890794
overdens,1.9594988939301193e-05,4.8570679679063266e-05
Mhalo,4.215941378971904e-06,1.2647824136915712e-05
