Feature,Mean Importance,Std Dev
bulge,0.4173949174358854,0.0681590896860526
bin_radii,0.2862709829618591,0.03848430305356543
avg_s_mass,0.24550594607956308,0.038798035384963375
Mhalo,0.020991371004645133,0.01157277840327237
BHMass,0.0172319523206789,0.02842726507468319
s_mass,0.007935392843910417,0.004948414046609381
overdens,0.004669437353458015,0.0037442801803956303
BH_AGN,0.0,0.0
