Feature,Mean Importance,Std Dev
avg_s_mass,0.5769546781212862,0.022213779324080155
bulge,0.21044795260385812,0.02997414926862848
BHMass,0.18757788932211567,0.021068897941399843
s_mass,0.009085871415819204,0.00633343305483705
overdens,0.0057351064723226465,0.0135771923129274
Mhalo,0.005422356897815119,0.006726318726480431
bin_radii,0.004776145166782954,0.004826657783632819
