Feature,Mean Importance,Std Dev
avg_s_mass,0.9568451630142352,0.009340709311482957
bin_radii,0.02136577102739287,0.008967634706770346
BHMass,0.006686703545084811,0.004705173778876454
s_mass,0.006127241504302291,0.002040926374141739
Mhalo,0.005515761186993597,0.005111376942221389
overdens,0.003459359721991096,0.0032647746414328255
