Feature,Mean Importance,Std Dev
avg_s_mass,0.9389022646787553,0.010875258422425182
BHMass,0.04224094189676393,0.01285326811843281
s_mass,0.014047871846812592,0.008529122657796694
bin_radii,0.004190067096633208,0.005158016625556792
overdens,0.00033457375366571513,0.00036064468217106673
Mhalo,0.0002842807273693556,0.0002842181024316531
