Feature,Mean Importance,Std Dev
avg_s_mass,0.9890083051322112,0.027811336908050745
BHMass,0.010991694867788882,0.027811336908050748
bin_radii,0.0,0.0
s_mass,0.0,0.0
Mhalo,0.0,0.0
overdens,0.0,0.0
