Feature,Mean Importance,Std Dev
avg_s_mass,0.8869851663908197,0.005312586185438456
BHMass,0.08951263477724375,0.005872542455898054
bin_radii,0.014162953892262692,0.001403395052878329
s_mass,0.007731177967583681,0.004085828663713769
Mhalo,0.0011189194598687194,0.0006000928118195453
overdens,0.0004891475122213158,0.00034401125413062174
