Feature,Mean Importance,Std Dev
avg_s_mass,0.35784638,0.038471688
bulge,0.20969339,0.019147782
BHMass,0.17713293,0.018294478
Mhalo,0.11245368,0.030477932
s_mass,0.07125892,0.01826759
bin_radii,0.039460428,0.020148233
overdens,0.032154277,0.04342008
