Feature,Mean Importance,Std Dev
avg_s_mass,0.7581218,0.027686633
bulge,0.10008265,0.0058676708
bin_radii,0.07602599,0.0048945257
BHMass,0.029566804,0.010640041
Mhalo,0.025754124,0.015193401
s_mass,0.008710529,0.009652273
overdens,0.0017381345,0.0048294663
