Feature,Mean Importance,Std Dev
BHMass,0.40193033,0.047996752
s_mass,0.1682688,0.022629188
avg_s_mass,0.15859982,0.009819125
overdens,0.10843432,0.036716778
bulge,0.06868549,0.01435444
Mhalo,0.050565265,0.036532592
bin_radii,0.04351591,0.022578835
