Feature,Mean Importance,Std Dev
BHMass,0.31077462,0.030675363
s_mass,0.1835108,0.020982591
avg_s_mass,0.18138458,0.01715167
bin_radii,0.1348624,0.048741404
overdens,0.12985075,0.035733815
Mhalo,0.05961687,0.020284355
