Feature,Mean Importance,Std Dev
avg_s_mass,0.5878624,0.027213471
bulge,0.11209402,0.014118603
bin_radii,0.07801459,0.014872477
BHMass,0.05988111,0.014340569
s_mass,0.043103117,0.011045035
Mhalo,0.04262077,0.008057683
BH_AGN,0.038596146,0.018121183
overdens,0.037827924,0.0054414207
