Feature,Mean Importance,Std Dev
Mhalo,0.5049633,0.026869157
BHMass,0.20395374,0.029997729
bulge,0.1963963,0.037382595
overdens,0.053402007,0.029845878
s_mass,0.036528386,0.030422121
avg_s_mass,0.0047562616,0.014268786
bin_radii,0.0,0.0
