Feature,Mean Importance,Std Dev
Mhalo,0.9122079173438953,0.03222930426231447
bulge,0.04478089548481279,0.04107265793359028
BHMass,0.026207823115974426,0.02114266000051983
overdens,0.009833001803962982,0.014490673150419114
s_mass,0.005875782534705402,0.008278944542639992
avg_s_mass,0.0006541055323711932,0.0007654350254134586
bin_radii,0.00044047418427781913,0.0008971687224909053
BH_AGN,0.0,0.0
