Feature,Mean Importance,Std Dev
Mhalo,0.9122079173438955,0.032229304262314434
bulge,0.04478089548481272,0.04107265793359022
BHMass,0.026207823115974405,0.02114266000051971
overdens,0.00983300180396303,0.014490673150419195
s_mass,0.005875782534705375,0.008278944542640004
avg_s_mass,0.0006541055323711966,0.0007654350254134596
bin_radii,0.00044047418427782336,0.0008971687224908917
