Feature,Mean Importance,Std Dev
BHMass,0.5779297018213764,0.0231068290312366
avg_s_mass,0.22139834628252003,0.025902990383336565
bulge,0.10729316446800308,0.01372170850458042
s_mass,0.0704136600721989,0.02088048192098138
overdens,0.017962705402189576,0.023696459801235508
Mhalo,0.00301151389809019,0.002381255745731292
bin_radii,0.001990908055621863,0.001343890596192072
