Feature,Mean Importance,Std Dev
bulge,0.35538963764294407,0.05908422572048687
avg_s_mass,0.29511621546624334,0.04814218053453577
bin_radii,0.19444533407007003,0.03073873763918356
BHMass,0.07396663300726278,0.07293340598252726
Mhalo,0.05514577769867664,0.04897404905371556
s_mass,0.014134454977186715,0.01092018197930129
overdens,0.011801947137616332,0.018655013134063977
