Feature,Mean Importance,Std Dev
BHMass,0.6681850761913046,0.05770485618688511
avg_s_mass,0.18539372785572478,0.05293703274442131
s_mass,0.12837714457138955,0.04821963078959999
bin_radii,0.013047874720009577,0.010577631516724624
overdens,0.003061921432523041,0.006564245916468439
Mhalo,0.0019342552290485253,0.0031853340167206116
