Feature,Mean Importance,Std Dev
Mhalo,0.9207775525807647,0.02575139010519812
BHMass,0.04509449013564061,0.04084291041542041
s_mass,0.02887212163518766,0.02095176539812502
overdens,0.0029041942695365577,0.0029527857526778405
avg_s_mass,0.0022765154885623115,0.006449891595367713
bin_radii,7.512589030820826e-05,0.00017896384876976183
