Feature,Mean Importance,Std Dev
BHMass,0.7549228311476841,0.017386849019880624
avg_s_mass,0.12997807373827253,0.01028345048715026
bin_radii,0.04205831169869744,0.0059608605473897205
s_mass,0.032628716594306724,0.009217606368272454
overdens,0.020206480619990544,0.014600168617173085
Mhalo,0.02020558620104872,0.00900464180490009
