Feature,Mean Importance,Std Dev
Mhalo,0.4707763333069332,0.07668599235342295
BHMass,0.43578764673292225,0.06002183373554314
s_mass,0.0472311822031087,0.025296816611155074
avg_s_mass,0.030322273827937635,0.021998797664558225
overdens,0.009269951225340847,0.009957071327666555
bin_radii,0.006612612703757302,0.008412002972439651
